Datetime,Max_Temperature,Min_Temperature,Rainfall,Relative_Humidity
2014-01-02 14:00:00,25.9,23.9,0.0,82.0
2014-01-02 15:00:00,31.0,22.0,19.2,85.0
2014-01-02 16:00:00,28.4,23.3,0.0,78.0
2014-01-02 17:00:00,26.6,23.6,0.0,87.0
2014-01-02 18:00:00,26.4,22.9,0.0,81.0
2014-01-02 19:00:00,25.3,23.9,0.0,85.0
2014-01-02 20:00:00,31.2,22.7,0.0,92.0
2014-01-02 21:00:00,25.8,22.6,0.0,83.0
2014-01-02 22:00:00,25.4,24.7,0.0,80.0
2014-01-02 23:00:00,28.6,22.7,0.0,83.0
2014-01-03 00:00:00,30.1,24.5,0.0,78.0
2014-01-03 01:00:00,27.6,24.0,0.0,92.0
2014-01-03 02:00:00,28.2,24.8,0.0,85.0
2014-01-03 03:00:00,28.9,22.4,0.0,84.0
2014-01-03 04:00:00,29.2,24.4,0.0,87.0
2014-01-03 05:00:00,31.3,24.9,0.0,95.0
2014-01-03 06:00:00,25.8,22.2,0.0,76.0
2014-01-03 07:00:00,29.9,23.4,0.0,79.0
2014-01-03 08:00:00,26.4,23.3,0.0,76.0
2014-01-03 09:00:00,25.2,22.4,14.5,75.0
2014-01-03 10:00:00,31.2,24.1,0.0,88.0
2014-01-03 11:00:00,30.1,24.0,0.0,92.0
2014-01-03 12:00:00,25.6,23.6,0.0,80.0
2014-01-03 13:00:00,30.6,22.9,0.0,91.0
2014-01-03 14:00:00,28.7,23.3,0.0,79.0
2014-01-03 15:00:00,30.7,22.2,0.0,94.0
2014-01-03 16:00:00,26.3,23.2,0.0,82.0
2014-01-03 17:00:00,25.5,24.1,0.0,77.0
2014-01-03 18:00:00,25.8,22.0,0.0,92.0
2014-01-03 19:00:00,25.6,22.9,0.0,92.0
2014-01-03 20:00:00,26.8,22.3,0.0,85.0
2014-01-03 21:00:00,29.3,24.4,0.0,80.0
2014-01-03 22:00:00,25.4,22.7,0.0,94.0
2014-01-03 23:00:00,26.0,23.8,0.0,76.0
2014-01-04 00:00:00,31.1,23.3,9.2,92.0
2014-01-04 01:00:00,26.6,23.2,0.0,89.0
2014-01-04 02:00:00,27.0,23.7,0.0,89.0
2014-01-04 03:00:00,25.6,22.1,0.0,93.0
2014-01-04 04:00:00,30.0,23.8,0.0,83.0
2014-01-04 05:00:00,30.6,24.4,0.0,93.0
2014-01-04 06:00:00,27.1,25.0,0.0,78.0
2014-01-04 07:00:00,28.5,24.8,0.0,95.0
2014-01-04 08:00:00,31.0,22.7,0.0,89.0
2014-01-04 09:00:00,30.7,24.2,0.0,89.0
2014-01-04 10:00:00,28.4,23.4,0.0,95.0
2014-01-04 11:00:00,30.4,23.0,0.0,78.0
2014-01-04 12:00:00,25.8,,0.0,83.0
2014-01-04 13:00:00,27.0,23.0,0.0,84.0
2014-01-04 14:00:00,29.8,24.0,0.0,92.0
2014-01-04 15:00:00,32.0,24.6,0.0,89.0
2014-01-04 16:00:00,26.5,22.4,0.0,88.0
2014-01-04 17:00:00,29.2,22.7,0.0,78.0
2014-01-04 18:00:00,31.3,24.2,0.0,83.0
2014-01-04 19:00:00,29.1,22.4,0.0,78.0
2014-01-04 20:00:00,31.5,22.2,0.0,93.0
2014-01-04 21:00:00,27.5,23.8,0.0,95.0
2014-01-04 22:00:00,25.9,23.5,0.0,91.0
2014-01-04 23:00:00,29.2,22.0,0.0,89.0
2014-01-05 00:00:00,26.0,24.1,0.0,76.0
2014-01-05 01:00:00,29.6,23.3,0.0,77.0
2014-01-05 02:00:00,26.4,23.8,0.0,78.0
2014-01-05 03:00:00,30.9,22.7,0.0,93.0
2014-01-05 04:00:00,25.7,24.3,0.0,89.0
2014-01-05 05:00:00,25.6,25.0,18.0,88.0
2014-01-05 06:00:00,26.6,24.7,0.0,77.0
2014-01-05 07:00:00,25.9,22.5,0.0,91.0
2014-01-05 08:00:00,27.2,24.5,0.9,75.0
2014-01-05 09:00:00,27.0,22.0,10.7,92.0
2014-01-05 10:00:00,27.1,24.2,0.0,79.0
2014-01-05 11:00:00,27.9,22.1,10.4,75.0
2014-01-05 12:00:00,28.5,25.0,0.0,78.0
2014-01-05 13:00:00,26.2,24.2,0.0,85.0
2014-01-05 14:00:00,26.9,23.3,18.3,84.0
2014-01-05 15:00:00,26.6,22.8,0.0,89.0
2014-01-05 16:00:00,27.6,23.5,0.0,80.0
2014-01-05 17:00:00,28.3,22.0,0.0,86.0
2014-01-05 18:00:00,27.7,24.1,0.0,92.0
2014-01-05 19:00:00,26.4,23.3,0.0,79.0
2014-01-05 20:00:00,29.6,23.9,0.0,95.0
2014-01-05 21:00:00,25.7,24.6,0.0,95.0
2014-01-05 22:00:00,28.3,23.7,0.0,89.0
2014-01-05 23:00:00,30.2,23.8,0.0,83.0
2014-01-06 00:00:00,27.3,22.4,0.0,95.0
2014-01-06 01:00:00,27.6,23.0,0.0,81.0
2014-01-06 02:00:00,25.8,24.7,0.0,95.0
2014-01-06 03:00:00,30.6,22.3,0.0,85.0
2014-01-06 04:00:00,25.4,22.2,0.0,82.0
2014-01-06 05:00:00,28.1,22.3,0.0,81.0
2014-01-06 06:00:00,28.6,22.1,0.0,80.0
2014-01-06 07:00:00,29.2,22.0,0.0,79.0
2014-01-06 08:00:00,28.3,23.9,0.0,78.0
2014-01-06 09:00:00,26.4,24.1,0.0,75.0
2014-01-06 10:00:00,25.9,24.7,0.0,79.0
2014-01-06 11:00:00,26.2,23.1,0.0,95.0
2014-01-06 12:00:00,25.7,24.1,0.0,91.0
2014-01-06 13:00:00,26.1,23.0,0.0,79.0
2014-01-06 14:00:00,27.9,24.3,0.0,88.0
2014-01-06 15:00:00,27.0,24.0,0.0,76.0
2014-01-06 16:00:00,31.8,22.8,8.9,77.0
2014-01-06 17:00:00,27.6,23.0,0.0,90.0
2014-01-06 18:00:00,26.2,24.8,0.0,81.0
2014-01-06 19:00:00,25.0,24.3,0.0,92.0
2014-01-06 20:00:00,30.4,22.6,0.0,88.0
2014-01-06 21:00:00,26.9,22.0,0.0,89.0
2014-01-06 22:00:00,25.6,24.3,0.0,89.0
2014-01-06 23:00:00,28.8,22.5,0.0,77.0
2014-01-07 00:00:00,30.9,23.0,0.0,76.0
2014-01-07 01:00:00,27.0,23.7,0.0,84.0
2014-01-07 02:00:00,29.2,24.3,0.0,83.0
2014-01-07 03:00:00,31.7,23.7,0.0,81.0
2014-01-07 04:00:00,27.5,23.7,0.0,87.0
2014-01-07 05:00:00,30.9,22.1,0.0,92.0
2014-01-07 06:00:00,28.4,22.5,0.0,77.0
2014-01-07 07:00:00,30.3,22.7,0.0,79.0
2014-01-07 08:00:00,30.7,23.2,0.0,92.0
2014-01-07 09:00:00,31.8,22.2,0.0,89.0
2014-01-07 10:00:00,29.7,23.7,0.0,88.0
2014-01-07 11:00:00,27.9,24.0,0.0,95.0
2014-01-07 12:00:00,29.9,24.7,0.0,94.0
2014-01-07 13:00:00,27.1,22.3,0.0,92.0
2014-01-07 14:00:00,28.9,24.5,0.0,92.0
2014-01-07 15:00:00,26.7,22.9,0.0,89.0
2014-01-07 16:00:00,28.5,23.0,0.0,80.0
2014-01-07 17:00:00,31.1,24.7,0.0,80.0
2014-01-07 18:00:00,29.8,23.0,0.0,88.0
2014-01-07 19:00:00,31.0,24.0,0.0,90.0
2014-01-07 20:00:00,30.1,22.1,0.0,85.0
2014-01-07 21:00:00,26.7,24.6,0.0,84.0
2014-01-07 22:00:00,27.1,24.7,0.0,82.0
2014-01-07 23:00:00,29.3,24.0,0.0,89.0
2014-01-08 00:00:00,30.3,24.0,0.0,91.0
2014-01-08 01:00:00,25.2,22.0,0.3,76.0
2014-01-08 02:00:00,29.6,22.4,0.0,87.0
2014-01-08 03:00:00,27.5,22.5,0.0,79.0
2014-01-08 04:00:00,27.9,24.3,0.0,86.0
2014-01-08 05:00:00,27.7,22.3,0.0,89.0
2014-01-08 06:00:00,31.2,24.4,0.0,90.0
2014-01-08 07:00:00,29.8,23.8,0.0,92.0
2014-01-08 08:00:00,30.7,23.8,0.0,83.0
2014-01-08 09:00:00,30.5,22.6,0.0,77.0
2014-01-08 10:00:00,25.9,24.1,7.8,93.0
2014-01-08 11:00:00,30.4,24.8,0.0,88.0
2014-01-08 12:00:00,30.3,23.2,0.0,78.0
2014-01-08 13:00:00,28.7,23.5,17.5,77.0
2014-01-08 14:00:00,29.3,22.7,0.0,78.0
2014-01-08 15:00:00,26.2,22.9,0.0,89.0
2014-01-08 16:00:00,30.5,24.7,0.0,95.0
2014-01-08 17:00:00,30.7,23.0,0.0,81.0
2014-01-08 18:00:00,28.6,22.9,0.0,91.0
2014-01-08 19:00:00,31.7,22.8,0.0,81.0
2014-01-08 20:00:00,27.6,22.4,0.0,88.0
2014-01-08 21:00:00,30.2,24.1,0.0,80.0
2014-01-08 22:00:00,27.5,23.3,0.0,82.0
2014-01-08 23:00:00,28.6,23.6,0.0,75.0
2014-01-09 00:00:00,32.0,23.4,0.0,87.0
2014-01-09 01:00:00,26.9,22.1,0.0,86.0
2014-01-09 02:00:00,31.2,24.0,0.0,80.0
2014-01-09 03:00:00,27.8,22.3,0.0,81.0
2014-01-09 04:00:00,27.6,23.3,0.0,89.0
2014-01-09 05:00:00,28.7,23.7,0.0,77.0
2014-01-09 06:00:00,26.2,22.7,0.0,87.0
2014-01-09 07:00:00,30.1,24.0,0.0,91.0
2014-01-09 08:00:00,30.3,22.6,0.0,79.0
2014-01-09 09:00:00,27.1,24.2,0.0,77.0
2014-01-09 10:00:00,28.6,24.9,0.0,87.0
2014-01-09 11:00:00,27.9,23.6,0.0,95.0
2014-01-09 12:00:00,31.0,24.6,0.0,93.0
2014-01-09 13:00:00,31.4,24.3,0.0,86.0
2014-01-09 14:00:00,27.8,23.8,0.0,76.0
2014-01-09 15:00:00,30.1,23.0,0.0,80.0
2014-01-09 16:00:00,30.4,22.4,0.0,85.0
2014-01-09 17:00:00,31.9,22.9,0.0,75.0
2014-01-09 18:00:00,29.2,22.2,0.0,83.0
2014-01-09 19:00:00,26.3,23.1,0.0,85.0
2014-01-09 20:00:00,29.0,22.1,0.0,94.0
2014-01-09 21:00:00,29.3,22.6,13.2,90.0
2014-01-09 22:00:00,29.5,24.5,0.0,88.0
2014-01-09 23:00:00,29.3,24.2,0.0,75.0
2014-01-10 00:00:00,25.6,22.9,0.0,87.0
2014-01-10 01:00:00,31.7,23.9,0.0,78.0
2014-01-10 02:00:00,32.0,24.9,0.0,78.0
2014-01-10 03:00:00,30.2,24.7,0.0,94.0
2014-01-10 04:00:00,28.8,22.3,0.0,83.0
2014-01-10 05:00:00,30.3,22.9,0.0,83.0
2014-01-10 06:00:00,27.9,22.4,0.0,80.0
2014-01-10 07:00:00,28.2,24.0,0.0,78.0
2014-01-10 08:00:00,28.9,22.6,0.0,93.0
2014-01-10 09:00:00,26.6,23.2,0.0,84.0
2014-01-10 10:00:00,31.0,22.8,0.0,86.0
2014-01-10 11:00:00,29.2,22.9,0.0,84.0
2014-01-10 12:00:00,30.3,22.8,0.0,85.0
2014-01-10 13:00:00,25.7,25.0,0.0,75.0
2014-01-10 14:00:00,28.2,24.6,0.0,79.0
2014-01-10 15:00:00,31.1,24.8,0.0,78.0
2014-01-10 16:00:00,28.4,23.7,0.0,75.0
2014-01-10 17:00:00,27.4,24.6,0.0,84.0
2014-01-10 18:00:00,26.0,22.0,0.0,84.0
2014-01-10 19:00:00,29.0,22.2,0.0,91.0
2014-01-10 20:00:00,27.4,24.3,0.0,94.0
2014-01-10 21:00:00,27.4,24.4,0.0,87.0
2014-01-10 22:00:00,30.3,22.5,0.0,83.0
2014-01-10 23:00:00,25.3,22.7,0.0,75.0
2014-01-11 00:00:00,31.7,23.3,0.0,81.0
2014-01-11 01:00:00,28.2,23.9,0.0,86.0
2014-01-11 02:00:00,30.6,24.0,0.0,92.0
2014-01-11 03:00:00,27.6,24.1,0.0,84.0
2014-01-11 04:00:00,30.0,24.9,0.0,88.0
2014-01-11 05:00:00,27.2,22.1,0.0,93.0
2014-01-11 06:00:00,28.3,24.7,0.0,83.0
2014-01-11 07:00:00,25.1,22.1,0.0,84.0
2014-01-11 08:00:00,30.9,23.9,0.0,89.0
2014-01-11 09:00:00,28.0,24.2,0.0,95.0
2014-01-11 10:00:00,30.5,23.6,0.0,78.0
2014-01-11 11:00:00,25.2,23.3,0.0,93.0
2014-01-11 12:00:00,29.3,22.5,0.0,87.0
2014-01-11 13:00:00,31.7,22.5,0.0,94.0
2014-01-11 14:00:00,28.8,22.8,0.0,92.0
2014-01-11 15:00:00,29.0,22.2,0.0,76.0
2014-01-11 16:00:00,30.9,23.6,0.0,91.0
2014-01-11 17:00:00,28.5,23.6,12.0,93.0
2014-01-11 18:00:00,26.9,24.1,0.0,88.0
2014-01-11 19:00:00,27.1,23.0,0.0,91.0
2014-01-11 20:00:00,27.8,24.9,0.0,77.0
2014-01-11 21:00:00,31.8,22.5,0.0,80.0
2014-01-11 22:00:00,26.3,23.7,0.0,91.0
2014-01-11 23:00:00,25.9,22.3,0.0,81.0
2014-01-12 00:00:00,25.9,23.0,0.0,85.0
2014-01-12 01:00:00,30.0,23.4,0.0,76.0
2014-01-12 02:00:00,25.9,22.2,0.0,83.0
2014-01-12 03:00:00,26.5,23.6,17.1,87.0
2014-01-12 04:00:00,31.8,24.4,0.0,93.0
2014-01-12 05:00:00,26.2,24.1,0.0,93.0
2014-01-12 06:00:00,27.8,24.9,0.0,85.0
2014-01-12 07:00:00,25.6,23.5,0.0,82.0
2014-01-12 08:00:00,29.6,22.3,0.0,86.0
2014-01-12 09:00:00,27.3,22.5,6.4,94.0
2014-01-12 10:00:00,26.2,23.2,0.0,77.0
2014-01-12 11:00:00,31.2,23.0,0.0,88.0
2014-01-12 12:00:00,28.1,24.7,0.0,85.0
2014-01-12 13:00:00,29.1,23.4,0.0,88.0
2014-01-12 14:00:00,26.5,22.2,0.0,76.0
2014-01-12 15:00:00,26.7,23.6,0.0,76.0
2014-01-12 16:00:00,25.5,22.8,14.1,83.0
2014-01-12 17:00:00,26.0,22.2,0.0,90.0
2014-01-12 18:00:00,25.3,23.9,0.0,79.0
2014-01-12 19:00:00,30.3,23.4,0.0,81.0
2014-01-12 20:00:00,29.8,24.9,0.0,86.0
2014-01-12 21:00:00,26.3,24.0,5.9,75.0
2014-01-12 22:00:00,28.1,24.3,0.0,90.0
2014-01-12 23:00:00,27.1,24.2,0.0,77.0
2014-01-13 00:00:00,30.8,23.0,0.0,93.0
2014-01-13 01:00:00,31.7,22.5,0.0,81.0
2014-01-13 02:00:00,25.5,23.2,0.0,91.0
2014-01-13 03:00:00,26.3,25.0,0.0,78.0
2014-01-13 04:00:00,26.4,23.3,0.0,77.0
2014-01-13 05:00:00,27.2,23.6,0.0,84.0
2014-01-13 06:00:00,29.4,22.2,9.9,81.0
2014-01-13 07:00:00,31.7,23.9,0.0,79.0
2014-01-13 08:00:00,26.2,22.8,0.0,91.0
2014-01-13 09:00:00,25.3,23.8,0.0,84.0
2014-01-13 10:00:00,31.2,22.0,0.0,82.0
2014-01-13 11:00:00,27.5,22.5,0.0,91.0
2014-01-13 12:00:00,25.7,24.2,0.0,88.0
2014-01-13 13:00:00,26.5,24.6,0.0,78.0
2014-01-13 14:00:00,25.5,22.5,0.0,83.0
2014-01-13 15:00:00,27.4,23.5,76.4,83.0
2014-01-13 16:00:00,25.1,22.9,0.0,95.0
2014-01-13 17:00:00,30.7,22.1,0.0,87.0
2014-01-13 18:00:00,30.1,24.0,0.0,85.0
2014-01-13 19:00:00,30.2,24.1,0.0,84.0
2014-01-13 20:00:00,25.4,23.0,0.0,89.0
2014-01-13 21:00:00,28.6,24.4,6.8,79.0
2014-01-13 22:00:00,27.2,24.3,0.0,80.0
2014-01-13 23:00:00,25.6,24.5,0.0,90.0
2014-01-14 00:00:00,30.8,22.1,0.0,79.0
2014-01-14 01:00:00,27.2,24.2,0.0,81.0
2014-01-14 02:00:00,25.1,22.4,0.0,80.0
2014-01-14 03:00:00,26.6,22.7,0.0,83.0
2014-01-14 04:00:00,30.1,23.3,0.0,91.0
2014-01-14 05:00:00,30.3,24.9,9.6,79.0
2014-01-14 06:00:00,31.5,23.0,0.0,76.0
2014-01-14 07:00:00,28.3,23.0,0.0,89.0
2014-01-14 08:00:00,25.6,23.7,0.0,86.0
2014-01-14 09:00:00,29.4,24.2,0.0,92.0
2014-01-14 10:00:00,27.6,23.2,0.0,85.0
2014-01-14 11:00:00,26.9,22.6,0.0,85.0
2014-01-14 12:00:00,25.7,23.4,0.0,90.0
2014-01-14 13:00:00,26.8,24.7,0.0,93.0
2014-01-14 14:00:00,29.7,24.3,0.0,86.0
2014-01-14 15:00:00,29.0,22.3,0.0,78.0
2014-01-14 16:00:00,26.0,22.5,0.0,86.0
2014-01-14 17:00:00,28.2,24.6,0.0,89.0
2014-01-14 18:00:00,28.0,24.9,0.0,87.0
2014-01-14 19:00:00,29.4,22.1,0.0,91.0
2014-01-14 20:00:00,31.9,22.2,15.7,94.0
2014-01-14 21:00:00,25.2,23.8,0.0,75.0
2014-01-14 22:00:00,30.0,24.7,0.0,95.0
2014-01-14 23:00:00,30.4,23.0,0.0,88.0
2014-01-15 00:00:00,25.2,24.3,0.0,94.0
2014-01-15 01:00:00,27.4,22.7,0.0,83.0
2014-01-15 02:00:00,30.0,22.5,0.0,92.0
2014-01-15 03:00:00,29.2,22.9,0.0,77.0
2014-01-15 04:00:00,26.4,22.8,0.0,77.0
2014-01-15 05:00:00,29.4,22.0,0.0,90.0
2014-01-15 06:00:00,30.0,23.3,0.0,89.0
2014-01-15 07:00:00,26.1,22.7,0.0,91.0
2014-01-15 08:00:00,30.3,23.2,0.0,86.0
2014-01-15 09:00:00,31.0,22.8,0.0,89.0
2014-01-15 10:00:00,25.8,23.7,0.0,88.0
2014-01-15 11:00:00,25.4,22.6,0.0,78.0
2014-01-15 12:00:00,27.2,23.1,0.0,80.0
2014-01-15 13:00:00,28.3,23.3,0.0,95.0
2014-01-15 14:00:00,28.4,25.0,0.0,95.0
2014-01-15 15:00:00,28.5,23.5,0.0,94.0
2014-01-15 16:00:00,29.4,24.1,0.0,85.0
2014-01-15 17:00:00,28.4,22.9,0.0,84.0
2014-01-15 18:00:00,29.0,22.7,0.0,89.0
2014-01-15 19:00:00,30.3,23.0,17.2,93.0
2014-01-15 20:00:00,25.3,22.3,0.0,88.0
2014-01-15 21:00:00,30.2,23.0,0.0,89.0
2014-01-15 22:00:00,29.3,22.8,0.0,89.0
2014-01-15 23:00:00,31.8,25.0,0.0,81.0
2014-01-16 00:00:00,26.3,22.8,0.0,76.0
2014-01-16 01:00:00,26.5,23.5,0.0,80.0
2014-01-16 02:00:00,29.3,22.1,0.0,94.0
2014-01-16 03:00:00,28.7,22.7,0.8,84.0
2014-01-16 04:00:00,31.1,24.4,0.0,76.0
2014-01-16 05:00:00,25.4,22.5,0.0,78.0
2014-01-16 06:00:00,25.5,24.5,0.0,90.0
2014-01-16 07:00:00,27.0,24.4,0.0,79.0
2014-01-16 08:00:00,27.1,22.2,14.7,87.0
2014-01-16 09:00:00,29.8,23.1,0.0,95.0
2014-01-16 10:00:00,30.0,22.4,0.0,78.0
2014-01-16 11:00:00,28.4,22.1,0.0,86.0
2014-01-16 12:00:00,28.7,24.5,0.0,89.0
2014-01-16 13:00:00,30.0,23.3,0.0,95.0
2014-01-16 14:00:00,29.2,23.1,0.0,94.0
2014-01-16 15:00:00,30.6,24.1,0.0,87.0
2014-01-16 16:00:00,25.7,23.3,0.0,95.0
2014-01-16 17:00:00,27.4,24.6,0.0,85.0
2014-01-16 18:00:00,31.3,24.9,0.0,91.0
2014-01-16 19:00:00,27.0,24.5,0.0,88.0
2014-01-16 20:00:00,30.4,22.5,0.0,84.0
2014-01-16 21:00:00,31.6,22.3,0.0,82.0
2014-01-16 22:00:00,30.5,22.2,0.0,83.0
2014-01-16 23:00:00,25.8,24.2,0.0,91.0
2014-01-17 00:00:00,26.9,22.0,0.0,77.0
2014-01-17 01:00:00,27.7,23.6,0.0,82.0
2014-01-17 02:00:00,31.4,24.5,0.0,93.0
2014-01-17 03:00:00,31.6,23.5,0.0,90.0
2014-01-17 04:00:00,27.2,23.8,0.0,79.0
2014-01-17 05:00:00,27.9,23.9,0.0,95.0
2014-01-17 06:00:00,27.8,24.3,0.0,77.0
2014-01-17 07:00:00,27.4,24.0,0.0,92.0
2014-01-17 08:00:00,30.8,23.4,0.0,75.0
2014-01-17 09:00:00,27.2,22.7,0.0,79.0
2014-01-17 10:00:00,32.0,24.8,0.0,90.0
2014-01-17 11:00:00,26.3,24.2,0.0,92.0
2014-01-17 12:00:00,31.9,23.4,0.0,
2014-01-17 13:00:00,31.7,22.5,0.0,81.0
2014-01-17 14:00:00,25.7,24.9,0.0,79.0
2014-01-17 15:00:00,27.4,24.3,0.0,75.0
2014-01-17 16:00:00,30.4,23.5,0.0,92.0
2014-01-17 17:00:00,26.3,24.8,0.0,91.0
2014-01-17 18:00:00,27.4,22.4,0.0,77.0
2014-01-17 19:00:00,26.4,24.9,0.0,79.0
2014-01-17 20:00:00,25.4,23.2,0.0,86.0
2014-01-17 21:00:00,31.0,23.5,0.0,95.0
2014-01-17 22:00:00,25.4,24.7,111.9,85.0
2014-01-17 23:00:00,25.3,24.2,0.0,79.0
2014-01-18 00:00:00,27.6,24.1,3.7,91.0
2014-01-18 01:00:00,29.0,22.8,0.0,85.0
2014-01-18 02:00:00,31.5,23.3,0.0,82.0
2014-01-18 03:00:00,27.5,23.5,0.0,94.0
2014-01-18 04:00:00,25.2,23.1,0.0,87.0
2014-01-18 05:00:00,28.7,24.7,0.0,83.0
2014-01-18 06:00:00,31.0,24.2,0.0,93.0
2014-01-18 07:00:00,27.5,22.9,0.0,80.0
2014-01-18 08:00:00,25.8,24.6,0.0,81.0
2014-01-18 09:00:00,27.9,22.9,0.0,75.0
2014-01-18 10:00:00,29.7,23.8,0.0,79.0
2014-01-18 11:00:00,29.5,22.8,0.0,88.0
2014-01-18 12:00:00,27.9,24.2,0.0,75.0
2014-01-18 13:00:00,25.1,22.7,0.0,91.0
2014-01-18 14:00:00,25.8,22.2,0.0,78.0
2014-01-18 15:00:00,29.3,23.2,0.0,88.0
2014-01-18 16:00:00,32.0,23.8,0.0,95.0
2014-01-18 17:00:00,25.6,23.3,0.0,91.0
2014-01-18 18:00:00,25.2,23.2,0.0,77.0
2014-01-18 19:00:00,26.9,24.3,0.0,84.0
2014-01-18 20:00:00,26.1,24.3,0.0,76.0
2014-01-18 21:00:00,26.3,23.2,0.0,93.0
2014-01-18 22:00:00,26.6,22.1,0.0,82.0
2014-01-18 23:00:00,28.8,25.0,0.0,91.0
2014-01-19 00:00:00,25.0,24.8,0.0,87.0
2014-01-19 01:00:00,29.9,24.3,0.0,84.0
2014-01-19 02:00:00,27.2,23.4,0.0,93.0
2014-01-19 03:00:00,25.2,23.8,0.0,90.0
2014-01-19 04:00:00,30.3,22.6,0.0,92.0
2014-01-19 05:00:00,27.2,22.9,4.5,87.0
2014-01-19 06:00:00,27.6,22.7,0.0,90.0
2014-01-19 07:00:00,26.8,22.4,0.0,75.0
2014-01-19 08:00:00,29.1,23.9,0.0,85.0
2014-01-19 09:00:00,25.1,24.5,0.0,92.0
2014-01-19 10:00:00,28.5,24.6,0.0,86.0
2014-01-19 11:00:00,30.6,24.0,0.0,87.0
2014-01-19 12:00:00,25.1,22.6,0.0,85.0
2014-01-19 13:00:00,29.3,24.5,0.0,84.0
2014-01-19 14:00:00,26.8,22.3,0.0,83.0
2014-01-19 15:00:00,29.6,23.1,0.0,81.0
2014-01-19 16:00:00,31.3,24.1,0.0,88.0
2014-01-19 17:00:00,26.2,24.5,0.0,92.0
2014-01-19 18:00:00,30.4,24.4,0.0,90.0
2014-01-19 19:00:00,30.0,22.7,0.0,79.0
2014-01-19 20:00:00,29.2,24.2,0.0,76.0
2014-01-19 21:00:00,26.0,23.8,0.0,83.0
2014-01-19 22:00:00,30.1,24.5,0.0,87.0
2014-01-19 23:00:00,30.7,23.0,0.0,89.0
2014-01-20 00:00:00,28.5,24.7,0.0,91.0
2014-01-20 01:00:00,26.6,22.8,0.0,76.0
2014-01-20 02:00:00,28.5,23.0,0.0,84.0
2014-01-20 03:00:00,31.6,23.4,0.0,77.0
2014-01-20 04:00:00,31.9,23.2,0.0,92.0
2014-01-20 05:00:00,29.7,23.6,0.0,87.0
2014-01-20 06:00:00,25.8,22.2,0.0,79.0
2014-01-20 07:00:00,30.4,22.8,0.0,87.0
2014-01-20 08:00:00,28.7,23.8,0.0,92.0
2014-01-20 09:00:00,25.1,24.2,0.0,92.0
2014-01-20 10:00:00,30.7,22.2,0.0,82.0
2014-01-20 11:00:00,27.2,23.0,0.0,86.0
2014-01-20 12:00:00,31.3,23.6,0.0,90.0
2014-01-20 13:00:00,26.6,24.4,0.0,93.0
2014-01-20 14:00:00,28.4,23.0,0.0,78.0
2014-01-20 15:00:00,31.5,23.9,0.0,89.0
2014-01-20 16:00:00,29.6,23.2,0.0,92.0
2014-01-20 17:00:00,30.3,24.1,0.0,89.0
2014-01-20 18:00:00,30.6,25.0,0.0,88.0
2014-01-20 19:00:00,31.3,24.6,0.0,82.0
2014-01-20 20:00:00,28.0,22.4,0.0,85.0
2014-01-20 21:00:00,25.4,24.6,0.0,79.0
2014-01-20 22:00:00,31.9,24.0,0.0,93.0
2014-01-20 23:00:00,31.1,22.3,0.0,95.0
